ID;PartNumber;Description;Size;Status;Value
401;0392B;GLENFIDDICH SOLERA RESERVE;750 ML;R; 85.10 
402;0393B;BUSHMILLS SINGLE MALT;750 ML;R; 47.15 
403;0394B;TULLAMORE DEW;750 ML;R; 14.71 
404;0395B;BOSTON APR FL BRANDY;750 ML;R; 56.40 
405;0395E;BOSTON APR FL BRANDY;375 ML;R; 32.44 
406;0395H;BOSTON APR FL BRANDY;1.75 L;R; 13.26 
407;0396B;ZWACK  KOSHER  SLIVOVITZ;750 ML;R; 30.71 
408;0397E;BRANDY PEAK GRAPPA;375 ML;R; 11.79 
409;0399B;KORBEL BRANDY;750 ML;R; 9.06 
410;0399E;KORBEL BRANDY;375 ML;D; 59.19 
411;0399H;KORBEL BRANDY;1.75 L;R; 51.54 
412;0401E;BRANDY PEAK PEAR BRDY OAK;375 ML;R; 65.16 
413;0402B;LEJON BRANDY;750 ML;R; 1.05 
414;0402H;LEJON BRANDY;1.75 L;R; 32.28 
415;0403B;RAYNAL VSOP FRENCH BRANDY;750 ML;R; 45.46 
416;0405B;BOSTON BLKBRY FL BRANDY;750 ML;R; 94.16 
417;0405E;BOSTON BLKBRY FL BRANDY;375 ML;R; 42.89 
418;0405H;BOSTON BLKBRY FL BRANDY;1.75 L;R; 11.22 
419;0406E;BRANDY PEAK MARC MUSCAT NA;375 ML;X; 65.98 
420;0407E;BRANDY PEAK MARC GEWURT NA;375 ML;D; 38.18 
421;0408B;ARROW COFFEE FL BRANDY;750 ML;S; 21.62 
422;0409B;E & J BRANDY VSOP;750 ML;R; 75.35 
423;0409H;E & J BRANDY VSOP;1.75 L;R; 66.24 
424;0411B;MONARCH BRANDY;750 ML;R; 55.82 
425;0411E;MONARCH BRANDY;375 ML;R; 16.01 
426;0411H;MONARCH BRANDY;1.75 L;R; 77.10 
427;0412B;CLEAR CREEK APPLE BRANDY;750 ML;R; 23.18 
428;0412E;CLEAR CREEK APPLE BRANDY;375 ML;R; 63.79 
429;0412F;CLEAR CREEK APPLE BRANDY;50 ML;L; 55.23 
430;0413B;CLEAR CREEK APPLE BRANDY;750 ML;L; 47.19 
431;0413E;CLEAR CREEK APPLE BRANDY;375 ML;L; 74.39 
432;0413H;CLEAR CREEK APPLE BRANDY;1.75 L;L; 62.14 
433;0414B;BOSTON PEACH FL BRANDY;750 ML;R; 15.02 
434;0414E;BOSTON PEACH FL BRANDY;375 ML;R; 75.36 
435;0415B;BOSTON CHERRY FL BRANDY;750 ML;R; 49.38 
436;0415E;BOSTON CHERRY FL BRANDY;375 ML;R; 42.53 
437;0416B;DEKUYPER CHERRY BRANDY;750 ML;R; 45.31 
438;0417B;BOSTON COFFEE FL BRANDY;750 ML;R; 39.10 
439;0417H;BOSTON COFFEE FL BRANDY;1.75 L;S; 37.74 
440;0418B;PAUL MASSON AMBER BRANDY;750 ML;R; 44.99 
441;0418H;PAUL MASSON AMBER BRANDY;1.75 L;R; 24.09 
442;0419B;CHRISTIAN BROS BRANDY;750 ML;R; 57.99 
443;0419D;CHRISTIAN BROS BRANDY;200 ML;R; 94.66 
444;0419E;CHRISTIAN BROS BRANDY;375 ML;R; 52.91 
445;0419F;CHRISTIAN BROS BRANDY;50 ML;R; 0.99 
446;0419H;CHRISTIAN BROS BRANDY;1.75 L;R; 15.17 
447;0420B;JACQUES CARDIN BRANDY;750 ML;R; 17.74 
448;0421E;BRANDY PEAK PINOT NOIR;375 ML;X; 42.66 
449;0422B;DEKUYPER APRICOT BRANDY;750 ML;R; 94.59 
450;0423B;KORBEL XS BRANDY;750 ML;R; 80.58 
451;0424B;POTTERS BRANDY;750 ML;R; 65.02 
452;0424H;POTTERS BRANDY;1.75 L;R; 62.97 
453;0425B;E & J BRANDY;750 ML;R; 36.21 
454;0425E;E & J BRANDY;375 ML;R; 38.18 
455;0425H;E & J BRANDY;1.75 L;R; 98.18 
456;0427B;ST. REMY VSOP BRANDY;750 ML;R; 9.96 
457;0428B;STARBUCKS COFFEE LIQ N/A;750 ML;X; 19.29 
458;0428F;STARBUCKS COFFEE LIQ N/A;50 ML;X; 90.93 
459;0429B;DEKUYPER PEACH BRANDY;750 ML;R; 18.79 
460;0430B;CLEAR CREEK PEAR BRANDY;750 ML;R; 38.97 
461;0430E;CLEAR CREEK PEAR BRANDY;375 ML;R; 58.59 
462;0430F;CLEAR CREEK PEAR BRANDY;50 ML;R; 84.46 
463;0430H;CLEAR CREEK PEAR BRANDY;1.75 L;L; 63.80 
464;0431B;C B GRAND RES.VSOP;750 ML;R; 79.97 
465;0432B;DEKUYPER BLKBRY BRANDY;750 ML;R; 92.98 
466;0433E;CLEAR CREEK CASSIS LIQUEUR;375 ML;L; 80.64 
467;0434E;CLEAR CREEK CHERRY LIQUEUR;375 ML;R; 74.65 
468;0435B;KROME VODKA;750 ML;L; 25.34 
469;0435F;KROME VODKA;50 ML;T; 56.32 
470;0436B;HENNESSY VS COGNAC;750 ML;R; 36.45 
471;0436E;HENNESSY VS COGNAC;375 ML;R; 22.27 
472;0436F;HENNESSY VS COGNAC;50 ML;R; 87.19 
473;0436H;HENNESSY VS COGNAC;1.75 L;R; 80.09 
474;0437B;MARTELL V.S. COGNAC N/A;750 ML;X; 30.09 
475;0438A;CACHACA 51;LITER;T; 89.07 
476;0439B;COURVOISIER VS COGNAC;750 ML;R; 16.51 
477;0439E;COURVOISIER VS COGNAC;375 ML;R; 61.89 
478;0439F;COURVOISIER VS COGNAC;50 ML;R; 66.16 
479;0440B;GASTON DE LAGRANGE VS N/A;750 ML;D; 93.82 
480;0441B;CLEAR CREEK BL PLUM BRANDY;750 ML;L; 4.31 
481;0441H;CLEAR CREEK BL PLUM BRANDY;1.75 L;X; 3.04 
482;0442B;HENRI BARON VSOP BRANDY;750 ML;S; 91.27 
483;0443B;REMY MARTIN VSOP;750 ML;R; 3.38 
484;0443H;REMY MARTIN VSOP;1.75 L;S; 7.47 
485;0444B;SALIGNAC VS COGNAC;750 ML;R; 49.37 
486;0445E;BRANDY PEAK PEAR BRANDY;375 ML;R; 79.78 
487;0446B;STARBUCKS CREAM LIQ N/A;750 ML;X; 71.83 
488;0446F;STARBUCKS CREAM LIQ N/A;50 ML;X; 61.74 
489;0447B;WHIPPED JACK RUM;750 ML;L; 92.55 
490;0448B;PAUL LUCHENE COGNAC N/A;750 ML;D; 75.77 
491;0450B;MICHTER S AMERICAN WHISKEY;750 ML;S; 16.08 
492;0452B;MALIBU CRANBERRY CHERRY RU;750 ML;L; 14.74 
493;0452F;MALIBU CRANBERRY CHERRY RU;50 ML;T; 37.56 
494;0453B;KORBEL GOLD RESERVE VSOP;750 ML;C; 61.45 
495;0454B;ARRAN NON CHILL GLASS SET;750 ML;S; 13.34 
496;0455E;CLEAR CREEK LOGANBERRY;375 ML;C; 79.64 
497;0456B;CLEAR CREEK BRANDY;750 ML;R; 69.82 
498;0456H;CLEAR CREEK BRANDY;1.75 L;C; 48.06 
499;0457B;APPLETON ESTATE V/X RUM;750 ML;R; 53.10 
500;0458B;MYERS JAMAICAN DARK RUM;750 ML;R; 17.52 
501;0458E;MYERS JAMAICAN DARK RUM;375 ML;R; 73.71 
502;0458H;MYERS JAMAICAN DARK RUM;1.75 L;R; 56.25 
503;0459B;MONARCH PLATA RUM;750 ML;R; 9.43 
504;0459E;MONARCH PLATA RUM;375 ML;R; 79.93 
505;0459H;MONARCH PLATA RUM;1.75 L;R; 51.86 
506;0460B;BACARDI SUPERIOR RUM;750 ML;R; 70.20 
507;0460D;BACARDI SUPERIOR RUM;200 ML;L; 31.43 
508;0460E;BACARDI SUPERIOR RUM;375 ML;R; 63.94 
509;0460F;BACARDI SUPERIOR RUM;50 ML;R; 65.80 
510;0460H;BACARDI SUPERIOR RUM;1.75 L;R; 41.23 
511;0461B;BACARDI 151 RUM;750 ML;R; 23.11 
512;0461E;BACARDI 151 RUM;375 ML;R; 95.19 
513;0462B;MONARCH 151 RUM;750 ML;R; 28.72 
514;0462E;MONARCH 151 RUM;375 ML;R; 48.71 
515;0463B;CASTILLO WHITE RUM;750 ML;R; 68.52 
516;0463H;CASTILLO WHITE RUM;1.75 L;R; 6.21 
517;0464B;CASTILLO GOLD RUM;750 ML;R; 65.01 
518;0464H;CASTILLO GOLD RUM;1.75 L;R; 26.97 
519;0465B;MONARCH PLATA RUM  LT.WGT.;750 ML;R; 7.46 
520;0467B;POTTERS GOLD RUM;750 ML;R; 43.15 
521;0467H;POTTERS GOLD RUM;1.75 L;R; 47.66 
522;0468B;MONARCH DARK RUM;750 ML;R; 37.79 
523;0469B;POTTERS 151 GOLD RUM;750 ML;R; 99.69 
524;0470B;BACARDI LIMON RUM;750 ML;R; 8.85 
525;0470E;BACARDI LIMON RUM;375 ML;S; 20.23 
526;0470H;BACARDI LIMON RUM;1.75 L;R; 20.32 
527;0471B;OLD MILL GOLD RUM;750 ML;R; 53.31 
528;0472B;MONTEGO BAY RUM SILVER;750 ML;R; 9.29 
529;0472H;MONTEGO BAY RUM SILVER;1.75 L;R; 58.65 
530;0473B;MONTEGO BAY GOLD RUM;750 ML;R; 65.08 
531;0473H;MONTEGO BAY GOLD RUM;1.75 L;R; 78.04 
532;0475B;CAPT. MORGAN SPICED RUM;750 ML;R; 18.30 
533;0475D;CAPT. MORGAN SPICED RUM;200 ML;S; 27.38 
534;0475E;CAPT. MORGAN SPICED RUM;375 ML;R; 20.11 
535;0475F;CAPT. MORGAN SPICED RUM;50 ML;L; 57.75 
536;0475H;CAPT. MORGAN SPICED RUM;1.75 L;R; 37.10 
537;0476B;BACARDI GOLD RUM;750 ML;R; 94.82 
538;0476D;BACARDI GOLD RUM;200 ML;S; 71.64 
539;0476E;BACARDI GOLD RUM;375 ML;R; 47.56 
540;0476F;BACARDI GOLD RUM;50 ML;R; 64.20 
541;0476H;BACARDI GOLD RUM;1.75 L;R; 15.03 
542;0477B;BACARDI SELECT RUM;750 ML;R; 46.37 
543;0477H;BACARDI SELECT RUM;1.75 L;C; 2.42 
544;0478B;CAPT. MORGAN SILVER SPICED;750 ML;R; 66.69 
545;0479B;APPLETON GOLD JAM. RUM;750 ML;C; 62.09 
546;0480B;CAPT. MORGAN PRIVATE STOCK;750 ML;R; 46.46 
547;0480H;CAPT. MORGAN PRIVATE STOCK;1.75 L;C; 99.89 
548;0481B;RONRICO SILVER RUM;750 ML;R; 50.35 
549;0481H;RONRICO SILVER RUM;1.75 L;R; 52.43 
550;0482B;TEMPERANCE TRADER;750 ML;L; 10.64 
551;0483B;BARBAROSSA SPICED RUM;750 ML;R; 61.52 
552;0483H;BARBAROSSA SPICED RUM;1.75 L;R; 18.88 
553;0484B;BACARDI GOLD TRAVELER;750 ML;R; 79.23 
554;0484H;BACARDI GOLD TRAVELER;1.75 L;L; 73.88 
555;0485B;MONARCH GOLD RUM;750 ML;R; 9.75 
556;0485E;MONARCH GOLD RUM;375 ML;R; 62.01 
557;0485H;MONARCH GOLD RUM;1.75 L;R; 11.12 
558;0486B;CASTILLO SPICED RUM;750 ML;R; 85.12 
559;0486H;CASTILLO SPICED RUM;1.75 L;R; 83.74 
560;0487B;RONRICO GOLD RUM;750 ML;R; 18.14 
561;0487H;RONRICO GOLD RUM;1.75 L;R; 32.51 
562;0488B;MONARCH GOLD RUM LT. WGT.;750 ML;R; 1.63 
563;0490B;POTTERS WHITE RUM;750 ML;R; 92.64 
564;0490H;POTTERS WHITE RUM;1.75 L;R; 75.92 
565;0491B;CRUZAN CLIPPER RUM N/A;750 ML;D; 43.86 
566;0493B;CAPT. MORGAN SPICED LT. W;750 ML;R; 10.09 
567;0493H;CAPT. MORGAN SPICED LT. W;1.75 L;L; 86.81 
568;0494B;PAMPERO ANIVERSARIO RUM;750 ML;L; 32.82 
569;0495B;HANA BAY DARK RUM N/A;750 ML;D; 87.18 
570;0497B;REDRUM;750 ML;R; 12.38 
571;0498E;ACQUA DI AMORE  N/A;375 ML;X; 94.81 
572;0499B;BACARDI 8 RUM;750 ML;R; 52.38 
573;0500B;BACARDI O;750 ML;R; 79.51 
574;0501B;BACARDI RAZZ;750 ML;R; 13.00 
575;0502B;BACARDI VANILA  N/A;750 ML;X; 81.09 
576;0503B;BACARDI COCO;750 ML;R; 44.09 
577;0504B;GILBEYS GIN;750 ML;R; 42.79 
578;0504H;GILBEYS GIN;1.75 L;R; 64.06 
579;0505H;BOOTHS LONDON DRY GIN;1.75 L;R; 54.87 
580;0506B;GILBEYS GIN LT.WGT.;750 ML;R; 66.87 
581;0507B;AVIATION GIN;750 ML;C; 9.82 
582;0508B;SEAGRAMS EXTRA DRY GIN;750 ML;R; 84.20 
583;0508E;SEAGRAMS EXTRA DRY GIN;375 ML;R; 68.20 
584;0508H;SEAGRAMS EXTRA DRY GIN;1.75 L;R; 68.27 
585;0509B;FLEISCHMANNS DRY GIN;750 ML;L; 15.47 
586;0509H;FLEISCHMANNS DRY GIN;1.75 L;R; 61.34 
587;0510B;CASCADE MOUNTAIN GIN;750 ML;R; 32.09 
588;0510H;CASCADE MOUNTAIN GIN;1.75 L;R; 74.84 
589;0512B;TOBERMORY 15 YR UN CHILL F;750 ML;S; 2.62 
590;0513B;MONARCH GIN;750 ML;R; 27.24 
591;0513E;MONARCH GIN;375 ML;R; 58.39 
592;0513H;MONARCH GIN;1.75 L;R; 64.60 
593;0514B;MONARCH GIN LT. WGT.;750 ML;R; 65.21 
594;0515B;VOLI VODKA EXPRESSO VANILL;750 ML;T; 89.99 
595;0516B;VOLI VODKA LEMON;750 ML;T; 41.31 
596;0517B;OR-G LIQUEUR;750 ML;L; 10.50 
597;0518B;BACARDI SUP. PET 2 PACK;750 ML;T; 81.68 
598;0519B;NEW DEAL DW RUM W E N/A;750 ML;D; 90.37 
599;0520B;POTTERS GIN 80;750 ML;R; 14.35 
600;0520H;POTTERS GIN 80;1.75 L;R; 57.16 
601;0521B;NEW DEAL DW RUM W D N/A;750 ML;D; 84.43 
602;0522B;NEW DEAL DW RUM W C N/A;750 ML;D; 34.70 
603;0523B;BOORDS DRY GIN;750 ML;R; 43.25 
604;0523H;BOORDS DRY GIN;1.75 L;R; 86.14 
605;0524B;MCCORMICK GIN;750 ML;R; 94.14 
606;0524H;MCCORMICK GIN;1.75 L;R; 35.40 
607;0525B;GORDONS DRY GIN;750 ML;R; 51.58 
608;0525E;GORDONS DRY GIN;375 ML;D; 63.29 
609;0525H;GORDONS DRY GIN;1.75 L;R; 25.56 
610;0526H;BARON ROTHSCHILD GIN;1.75 L;R; 41.00 
611;0527B;SEAGRAMS LIME TWISTED GIN;750 ML;R; 10.45 
612;0527H;SEAGRAMS LIME TWISTED GIN;1.75 L;C; 2.40 
613;0528B;GORDONS GIN LT. WGT.;750 ML;R; 91.81 
614;0530B;BURNETT S GIN;750 ML;R; 87.82 
615;0530H;BURNETT S GIN;1.75 L;R; 29.00 
616;0531B;HENDRICK S GIN;750 ML;R; 56.25 
617;0531H;HENDRICK S GIN;1.75 L;L; 43.62 
618;0532B;BEEFEATER GIN;750 ML;R; 63.23 
619;0532D;BEEFEATER GIN;200 ML;S; 20.32 
620;0532F;BEEFEATER GIN;50 ML;R; 89.56 
621;0532H;BEEFEATER GIN;1.75 L;R; 25.49 
622;0533B;BOODLES BRITISH GIN;750 ML;R; 24.88 
623;0534B;TANQUERAY ENGLISH GIN;750 ML;R; 9.32 
624;0534E;TANQUERAY ENGLISH GIN;375 ML;R; 39.70 
625;0534F;TANQUERAY ENGLISH GIN;50 ML;R; 97.78 
626;0534H;TANQUERAY ENGLISH GIN;1.75 L;R; 87.20 
627;0535B;TANQUERAY NO. TEN;750 ML;R; 21.63 
628;0535H;TANQUERAY NO. TEN;1.75 L;L; 20.81 
629;0538B;NEW DEAL DW RUM W B N/A;750 ML;D; 76.39 
630;0539B;BOMBAY DRY GIN;750 ML;R; 65.77 
631;0539H;BOMBAY DRY GIN;1.75 L;R; 93.57 
632;0540B;BOMBAY SAPPHIRE GIN;750 ML;R; 38.88 
633;0540E;BOMBAY SAPPHIRE GIN;375 ML;R; 30.33 
634;0540H;BOMBAY SAPPHIRE GIN;1.75 L;R; 61.88 
635;0541B;NEW DEAL DW RUM W A N/A;750 ML;D; 54.63 
636;0542B;MAGELLAN GIN;750 ML;L; 29.40 
637;0544B;NEW DEAL DW RUM AGED SB;750 ML;D; 34.25 
638;0545B;NEW DEAL DW RUM AGED E;750 ML;D; 51.70 
639;0546B;NEW DEAL DW RUM AGED D;750 ML;D; 5.56 
640;0547B;NEW DEAL DW RUM AGED C;750 ML;D; 10.38 
641;0548B;NEW DEAL DW RUM AGED B;750 ML;D; 49.26 
642;0549B;NEW DEAL DW RUM AGED A;750 ML;D; 70.76 
643;0550B;NEW DEAL DW RUM W SB;750 ML;D; 66.45 
644;0551B;BOSTON SLOE GIN;750 ML;R; 10.38 
645;0552B;ABSOLUT SAN FRANCISCO VODK;750 ML;T; 3.82 
646;0553B;DON JULIO 70TH ANNIVERSARY;750 ML;L; 63.05 
647;0554B;WILD SHOT SILVER;750 ML;S; 39.18 
648;0555B;DEKUYPER SLOE GIN;750 ML;R; 5.81 
649;0556B;BANANA JACK RUM;750 ML;S; 48.17 
650;0557B;PINEAPPLE JACK RUM;750 ML;S; 58.08 
651;0558B;BIG BOTTOM  WHISK. PT CSK;750 ML;L; 1.11 
652;0559B;JEFFERSON S STRAIGHT RYE 1;750 ML;L; 94.35 
653;0560B;THREE OLIVES CAKE VODKA;750 ML;L; 80.76 
654;0561B;MELOZA EXTRA AGED TEQUILA;750 ML;S; 49.03 
655;0562B;MELOZA BLANCO TEQUILA;750 ML;S; 11.43 
656;0563B;MELOZA ANEJO TEQUILA;750 ML;S; 61.12 
657;0564B;PISCOLOGIA PISCO;750 ML;S; 30.07 
658;0565B;QREAM PEACH CREME LIQUEUR;750 ML;S; 88.59 
659;0566B;QREAM STRAWBERRY CREME LIQ;750 ML;S; 1.90 
660;0567B;JOSE CUERVO 250TH ANNIVERS;750 ML;S; 38.62 
661;0568B;BACARDI OAKHEART SPICED RU;750 ML;L; 76.00 
662;0568D;BACARDI OAKHEART SPICED RU;200 ML;T; 6.90 
663;0568H;BACARDI OAKHEART SPICED RU;1.75 L;S; 91.40 
664;0569B;SMIRNOFF WHIPPED CREAM;750 ML;L; 29.17 
665;0569F;SMIRNOFF WHIPPED CREAM;50 ML;T; 94.11 
666;0570B;SMIRNOFF FLUFFED MARSHMALL;750 ML;L; 77.96 
667;0570F;SMIRNOFF FLUFFED MARSHMALL;50 ML;T; 80.70 
668;0571B;MELOZA REPOSADO TEQUILA;750 ML;S; 30.21 
669;0572B;LAIRDS APPLE BRANDY 100 PR;750 ML;S; 97.07 
670;0573B;CRUSOE ORGANIC SPICED RUM;750 ML;S; 13.04 
671;0574B;SQUARE ONE BASIL VODKA;750 ML;S; 95.86 
672;0575B;THATCHERS BLOOD ORANGE;750 ML;S; 6.17 
673;0576B;MIDNIGHT MOON STRAWBERRY;750 ML;S; 21.75 
674;0577B;MIDNIGHT MOON CHERRY;750 ML;S; 84.34 
675;0578B;MIDNIGHT MOON CRANBERRY;750 ML;S; 4.71 
676;0579B;MIDNIGHT MOON APPLE PIE;750 ML;S; 14.04 
677;0580B;STEIN STRAIGHT BULL BOURBO;750 ML;L; 89.21 
678;0581B;STEIN STRAIGHT RAM RYE WHI;750 ML;L; 36.59 
679;0582B;MALIBU WINTER EDITION;750 ML;T; 72.55 
680;0583B;PEARL ORANGE VODKA;750 ML;L; 57.72 
681;0584B;PINNACLE MARSHMALLOW VODKA;750 ML;L; 28.04 
682;0585B;PINNACLE GUMMY CHERRY VODK;750 ML;L; 92.75 
683;0586B;LEJON SWEET VERMOUTH;750 ML;R; 95.44 
684;0587B;LEJON DRY VERMOUTH;750 ML;R; 13.86 
685;0588D;GROG GIFT PACK;200 ML;L; 0.32 
686;0589B;BENGERMINZ VODKA;750 ML;L; 37.32 
687;0590B;M & R SWEET VERMOUTH;750 ML;R; 22.36 
688;0591B;M & R DRY VERMOUTH;750 ML;R; 89.30 
689;0591E;M & R DRY VERMOUTH;375 ML;S; 30.66 
690;0592B;TRES AGAVES ANEJO;750 ML;S; 66.04 
691;0593B;TRES AGAVES BLANCO;750 ML;S; 12.70 
692;0594B;TRES AGAVES REPOSADO;750 ML;S; 15.63 
693;0595B;AVERELL DAMSON GIN;750 ML;S; 76.94 
694;0596B;BANKS 5 ISLAND RUM;750 ML;S; 58.94 
695;0597B;D & T JURA 1992 18 YR;750 ML;S; 55.39 
696;0598B;D & T DALMORE 1990 18 YR;750 ML;S; 39.94 
697;0599B;D & T GLEN ELGIN 1991 19 Y;750 ML;S; 36.20 
698;0600B;D & T INVERGORDON 1972 38;750 ML;S; 96.33 
699;0601B;D & T LINKWOOD 1991 19 YR;750 ML;S; 11.40 
700;0602B;D & T CARSEBRIDGE 1979 31;750 ML;S; 76.66 
701;0604B;SPRINGBANK CLARET 12 YR;750 ML;S; 13.48 
702;0605B;LEVEL VODKA;750 ML;R; 68.47 
703;0606B;SPRINGBANK AMONTILLADO 14;750 ML;S; 30.23 
704;0607B;SPRINGBANK FINO CASK 14 YR;750 ML;S; 53.92 
705;0608B;SPRINGBANK MANZANILLA 14 Y;750 ML;S; 44.50 
706;0609B;SPRINGBANK OLOROSO 14 YR;750 ML;S; 35.10 
707;0610B;STEINSHINE CORN WHISKEY;750 ML;L; 48.82 
708;0611B;FINLANDIA REDBERRY VODKA;750 ML;T; 2.15 
709;0612B;SOUTHERN COMFORT FIERY PEP;750 ML;L; 38.06 
710;0613B;YAZI GINGER VODKA;750 ML;R; 20.79 
711;0614B;SMIRNOFF CRANBERRY;750 ML;R; 19.21 
712;0616B;STOLI CRANBERI;750 ML;R; 78.17 
713;0617B;SEAGRAM S CITRUS VOD N/A;750 ML;D; 72.09 
714;0618B;SKYY VANILLA VODKA  N/A;750 ML;D; 17.86 
715;0619B;SEAGRAM S RASPBERRY  N/A;750 ML;X; 84.36 
716;0621B;FROZEN GHOST VODKA;750 ML;S; 2.28 
717;0622B;SKYY BERRY VODKA  N/A;750 ML;X; 0.99 
718;0623B;SEAGRAM S VANILLA VODKA NA;750 ML;D; 87.58 
719;0624B;SEAGRAMS VODKA;750 ML;R; 66.07 
720;0624H;SEAGRAMS VODKA;1.75 L;R; 0.42 
721;0625B;CRATER LAKE VODKA;750 ML;R; 61.06 
722;0625H;CRATER LAKE VODKA;1.75 L;R; 38.32 
723;0626B;SMIRNOFF VANILLA;750 ML;R; 32.00 
724;0626E;SMIRNOFF VANILLA;375 ML;L; 28.70 
725;0626H;SMIRNOFF VANILLA;1.75 L;R; 12.51 
726;0627B;GORDONS ORANGE FL. VODKA;750 ML;D; 92.24 
727;0628B;SMIRNOFF RASPBERRY;750 ML;R; 16.76 
728;0628E;SMIRNOFF RASPBERRY;375 ML;L; 18.39 
729;0628H;SMIRNOFF RASPBERRY;1.75 L;R; 3.70 
730;0629B;SMIRNOFF ORANGE;750 ML;R; 91.42 
731;0629E;SMIRNOFF ORANGE;375 ML;S; 56.55 
732;0629H;SMIRNOFF ORANGE;1.75 L;R; 66.40 
733;0630B;RAIN ORGANICS VODKA;750 ML;C; 62.53 
734;0631B;CLEAR SPRING GRAIN ALCOHOL;750 ML;R; 33.46 
735;0631E;CLEAR SPRING GRAIN ALCOHOL;375 ML;R; 29.89 
736;0631H;CLEAR SPRING GRAIN ALCOHOL;1.75 L;R; 42.21 
737;0632B;EVERCLEAR ALCOHOL;750 ML;R; 26.42 
738;0632H;EVERCLEAR ALCOHOL;1.75 L;S; 18.08 
739;0633B;MONTEGO BAY COCONUT;750 ML;L; 23.38 
740;0633F;MONTEGO BAY COCONUT;50 ML;T; 47.89 
741;0634B;PLATINUM 7X VODKA;750 ML;R; 95.52 
742;0634H;PLATINUM 7X VODKA;1.75 L;R; 76.97 
743;0635B;POTTERS VODKA LT.WGT.;750 ML;R; 72.38 
744;0636B;GREY GOOSE VODKA;750 ML;R; 63.66 
745;0636D;GREY GOOSE VODKA;200 ML;S; 2.85 
746;0636E;GREY GOOSE VODKA;375 ML;R; 56.21 
747;0636H;GREY GOOSE VODKA;1.75 L;R; 42.21 
748;0638B;SMIRNOFF GREEN APPLE;750 ML;R; 76.45 
749;0638H;SMIRNOFF GREEN APPLE;1.75 L;D; 19.86 
750;0639B;BELVEDERE VODKA;750 ML;R; 28.96 
751;0639E;BELVEDERE VODKA;375 ML;L; 69.96 
752;0639H;BELVEDERE VODKA;1.75 L;C; 60.86 
753;0640B;GORDONS VODKA LT.WGT.;750 ML;R; 97.32 
754;0641B;MONARCH VODKA 100.0;750 ML;R; 23.28 
755;0641H;MONARCH VODKA 100.0;1.75 L;S; 13.49 
756;0642B;FINLANDIA CRANBERRY VOD NA;750 ML;X; 30.23 
757;0643B;MONARCH CITRON VODKA;750 ML;R; 75.28 
758;0645B;COFIA HAZELNUT ESP VODKA;750 ML;R; 41.66 
759;0646B;SEAGRAMS BLK CHERRY VO NA;750 ML;X; 6.05 
760;0647B;SKYY CITRUS VODKA  N/A;750 ML;X; 87.92 
761;0648B;GREY GOOSE LE CITRON;750 ML;R; 51.60 
762;0649C;ABSOLUTE ALCOHOL N/A;500 ML;X; 61.82 
763;0650B;SPUDKA VODKA N/A;750 ML;X; 32.68 
764;0651B;GILBEYS VODKA LT. WGT.;750 ML;R; 31.02 
765;0652B;VOX VODKA;750 ML;R; 34.36 
766;0653B;TETON GLACIER POTATO VODKA;750 ML;L; 7.38 
767;0654B;GORDONS WILDBERRY  N/A;750 ML;D; 27.24 
768;0655B;GORDONS CITRUS VODKA;750 ML;R; 2.92 
769;0656B;ABSOLUT VANILIA VODKA;750 ML;R; 0.93 
770;0656F;ABSOLUT VANILIA VODKA;50 ML;S; 59.89 
771;0657B;MCCORMICK PEACH FL VOD;750 ML;R; 91.95 
772;0658B;FRIS VODKA;750 ML;R; 75.12 
773;0658H;FRIS VODKA;1.75 L;L; 72.49 
774;0659B;MONOPOLOWA POTATO VODKA;750 ML;R; 4.00 
775;0659D;MONOPOLOWA POTATO VODKA;200 ML;T; 26.40 
776;0659E;MONOPOLOWA POTATO VODKA;375 ML;C; 64.80 
777;0659F;MONOPOLOWA POTATO VODKA;50 ML;L; 97.71 
778;0659H;MONOPOLOWA POTATO VODKA;1.75 L;R; 20.65 
779;0660B;ABSOLUT VODKA 100 N/A;750 ML;D; 87.80 
780;0661B;VAN GOGH VODKA;750 ML;S; 13.52 
781;0662B;FINLANDIA VODKA;750 ML;R; 2.51 
782;0662F;FINLANDIA VODKA;50 ML;R; 62.63 
783;0662H;FINLANDIA VODKA;1.75 L;R; 24.94 
784;0663B;ABSOLUT MANDRIN VODKA;750 ML;R; 81.82 
785;0663E;ABSOLUT MANDRIN VODKA;375 ML;R; 92.41 
786;0663F;ABSOLUT MANDRIN VODKA;50 ML;T; 82.16 
787;0663H;ABSOLUT MANDRIN VODKA;1.75 L;R; 48.99 
788;0664B;MONARCH VODKA;750 ML;R; 91.36 
789;0664H;MONARCH VODKA;1.75 L;R; 90.48 
790;0665B;DENAKA VODKA;750 ML;R; 19.60 
791;0665H;DENAKA VODKA;1.75 L;C; 83.01 
792;0666B;MCCORMICK VODKA;750 ML;R; 43.77 
793;0666H;MCCORMICK VODKA;1.75 L;R; 83.33 
794;0667H;RELSKA VODKA;1.75 L;S; 2.77 
795;0668B;FLEISCHMANNS ROYAL VODKA;750 ML;R; 57.35 
796;0668H;FLEISCHMANNS ROYAL VODKA;1.75 L;R; 43.96 
797;0669B;SMIRNOFF VODKA LT. WGT.;750 ML;R; 36.08 
798;0669H;SMIRNOFF VODKA LT. WGT.;1.75 L;C; 83.73 
799;0670B;KAMCHATKA VODKA;750 ML;R; 6.60 
800;0670H;KAMCHATKA VODKA;1.75 L;R; 55.09 
